addUniv,2020-06-07 17:24:43,AWT-EventQueue-0
showFac,2020-06-07 17:24:47,AWT-EventQueue-0
showStud,2020-06-07 17:24:49,AWT-EventQueue-0
showStud,2020-06-07 17:24:52,AWT-EventQueue-0
addStud,2020-06-07 17:25:21,AWT-EventQueue-0
showStud,2020-06-07 17:25:28,AWT-EventQueue-0
